Session Marker Log - Subject 003 - PRE Assessment
Date/Time: 2025-06-23 15:13:16
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
         8.3173 | 2
        10.9833 | 3
        14.0010 | 13
        15.3594 | 14
        15.8841 | 2
        19.4177 | 4
        22.4349 | 13
        23.1929 | 14
        23.7177 | 2
        26.8011 | 4
        29.8187 | 13
        31.1476 | 14
        31.6687 | 2
        35.5021 | 3
        38.5186 | 13
        40.5700 | 14
        41.1018 | 2
        45.1021 | 4
        48.1195 | 13
        49.7821 | 14
        50.3026 | 2
        54.1360 | 3
        57.1529 | 13
        59.2348 | 14
        59.7530 | 2
        62.5198 | 3
        65.5363 | 13
