Session Marker Log - Subject 001 - PRE Assessment
Date/Time: 2025-06-03 11:35:22
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
         0.0010 | 0x0
        36.4133 | 0x2
        40.3646 | 0x3
        43.3718 | 0x6
        47.8775 | 0x7
        48.3925 | 0x2
        52.0533 | 0x4
        55.0576 | 0x6
        57.7292 | 0x8
        58.2415 | 0x2
        62.0373 | 0x4
        65.0418 | 0x6
        87.9513 | 0x8
        88.4647 | 0x2
        91.6230 | 0x3
        94.6289 | 0x6
       136.4889 | 0x8
       137.0021 | 0x2
       140.5512 | 0x4
       143.5570 | 0x6
       171.6264 | 0x8
       172.1385 | 0x2
       175.3563 | 0x3
       178.3623 | 0x6
       181.0352 | 0xa
